Open time,Close
1599696000000000000,8787.57
1599782400000000000,8825.24
1599868800000000000,8857.66
1599955200000000000,8754.88
1600041600000000000,9040.63
1600128000000000000,9153.32
1600214400000000000,9329.04
1600300800000000000,9282.61
1600387200000000000,9282.66
1600473600000000000,9396.46
1600560000000000000,9265.11
1600646400000000000,8891.55
1600732800000000000,9034.33
1600819200000000000,8815.19
1600905600000000000,9223.94
1600992000000000000,9229.39
1601078400000000000,9276.59
1601164800000000000,9280.95
1601251200000000000,9201.64
1601337600000000000,9266.79
1601424000000000000,9214.81
1601510400000000000,9080.65
1601596800000000000,9064.78
1601683200000000000,9040.26
1601769600000000000,9123.52
1601856000000000000,9180.75
1601942400000000000,9072.02
1602028800000000000,9103.18
1602115200000000000,9311.5
1602201600000000000,9380.22
1602288000000000000,9544.25
1602374400000000000,9638.71
1602460800000000000,9745.32
1602547200000000000,9767.65
1602633600000000000,9738.5
1602720000000000000,9855.26
1602806400000000000,9696.0
1602892800000000000,9727.37
1602979200000000000,9848.58
1603065600000000000,10012.0
1603152000000000000,10102.51
1603238400000000000,10810.05
1603324800000000000,11009.72
1603411200000000000,10932.6
1603497600000000000,11086.44
1603584000000000000,11030.24
1603670400000000000,11099.29
1603756800000000000,11612.55
1603843200000000000,11332.26
1603929600000000000,11555.0
1604016000000000000,11655.48
1604102400000000000,11872.75
1604188800000000000,11848.84
1604275200000000000,11683.0
1604361600000000000,11937.89
1604448000000000000,12081.69
1604534400000000000,13177.56
1604620800000000000,13109.77
1604707200000000000,12446.84
1604793600000000000,12971.35
1604880000000000000,12963.26
1604966400000000000,12989.59
1605052800000000000,13363.81
1605139200000000000,13865.39
1605225600000000000,13843.2
1605312000000000000,13630.14
1605398400000000000,13520.68
1605484800000000000,14142.66
1605571200000000000,14928.25
1605657600000000000,15039.45
1605744000000000000,15054.48
1605830400000000000,15768.45
1605916800000000000,15758.0
1606003200000000000,15556.03
1606089600000000000,15562.98
1606176000000000000,16169.85
1606262400000000000,15780.67
1606348800000000000,14465.33
1606435200000000000,14384.27
1606521600000000000,14897.09
1606608000000000000,15251.87
1606694400000000000,16449.17
1606780800000000000,15622.06
1606867200000000000,15875.87
1606953600000000000,16039.51
1607040000000000000,15442.53
1607126400000000000,15861.21
1607212800000000000,15987.51
1607299200000000000,15865.74
1607385600000000000,15184.12
1607472000000000000,15405.49
1607558400000000000,15077.8
1607644800000000000,14932.52
1607731200000000000,15577.25
1607817600000000000,15810.14
1607904000000000000,15895.85
1607990400000000000,16028.7
1608076800000000000,17540.51
1608163200000000000,18607.29
1608249600000000000,18903.14
1608336000000000000,19481.26
1608422400000000000,19260.07
1608508800000000000,18618.47
1608595200000000000,19568.27
1608681600000000000,19114.72
1608768000000000000,19530.07
1608854400000000000,20285.67
1608940800000000000,21674.7
1609027200000000000,21379.05
1609113600000000000,22170.48
1609200000000000000,22333.22
1609286400000000000,23456.85
1609372800000000000,23713.33
1609459200000000000,24076.03
1609545600000000000,25925.69
1609632000000000000,26190.43
1609718400000000000,26048.4
1609804800000000000,27655.03
1609891200000000000,29814.83
1609977600000000000,32031.01
1610064000000000000,33035.17
1610150400000000000,32161.21
1610236800000000000,30857.14
1610323200000000000,29165.98
1610409600000000000,27937.3
1610496000000000000,30761.44
1610582400000000000,32200.0
1610668800000000000,30449.97
1610755200000000000,29843.44
1610841600000000000,29639.72
1610928000000000000,30319.94
1611014400000000000,29699.41
1611100800000000000,29315.42
1611187200000000000,25395.48
1611273600000000000,27109.39
1611360000000000000,26407.37
1611446400000000000,26551.36
1611532800000000000,26642.52
1611619200000000000,26730.49
1611705600000000000,25159.79
1611792000000000000,27599.19
1611878400000000000,28255.22
1611964800000000000,28289.14
1612051200000000000,27362.38
1612137600000000000,27805.75
1612224000000000000,29498.77
1612310400000000000,31311.4
1612396800000000000,30934.66
1612483200000000000,31873.39
1612569600000000000,32632.0
1612656000000000000,32312.79
1612742400000000000,38599.96
1612828800000000000,38439.0
1612915200000000000,37077.26
1613001600000000000,39634.13
1613088000000000000,39138.68
1613174400000000000,39083.49
1613260800000000000,40242.22
1613347200000000000,39611.09
1613433600000000000,40723.1
1613520000000000000,43377.06
1613606400000000000,42796.05
1613692800000000000,46194.34
1613779200000000000,46198.78
1613865600000000000,47427.42
1613952000000000000,44631.17
1614038400000000000,40326.34
1614124800000000000,40966.73
1614211200000000000,38843.05
1614297600000000000,38508.33
1614384000000000000,38430.09
1614470400000000000,37421.57
1614556800000000000,41254.0
1614643200000000000,40250.57
1614729600000000000,41909.73
1614816000000000000,40507.39
1614902400000000000,40972.71
1614988800000000000,41054.35
1615075200000000000,42765.06
1615161600000000000,44169.2
1615248000000000000,46175.61
1615334400000000000,46935.44
1615420800000000000,48245.38
1615507200000000000,47800.04
1615593600000000000,50256.27
1615680000000000000,49225.61
